Geo Point;Geo Shape;Behinderte Grad;Kategorie;Bezeichnung;Zusatz;Adressezusatz;Firma;Vorname;Name;Adresse;Ort;Land;Öffnungszeiten;Information;Behinderte Info;Telefon;Mobil;Fax;PLZ
47.426544480272185,9.376458960158034;"{""coordinates"": [9.376458960158034, 47.426544480272185], ""type"": ""Point""}";bedingt behindertengerecht;Restaurant;Al Capone;;Steakhouse und Restaurant;;;;Bohl 1;St.Gallen;Schweiz;;;Lift vorhanden, Türen ohne Stufen, aber Toiletten und Restaurant teilweise nicht behindertengerecht;;;;9000
47.42197017963273,9.375652783458275;"{""coordinates"": [9.375652783458275, 47.42197017963273], ""type"": ""Point""}";bedingt behindertengerecht;Restaurant;Facincani;;Ital. Spezialitäten;;;;Gallusstrasse 39;St.Gallen;Schweiz;;;;;;;9000
47.42750270644947,9.376822203496795;"{""coordinates"": [9.376822203496795, 47.42750270644947], ""type"": ""Point""}";;Restaurant;Goliathstübli;;;;;;Goliathgasse 27;St.Gallen;Schweiz;;;;;;;9000
47.42470376624919,9.37215129208143;"{""coordinates"": [9.37215129208143, 47.42470376624919], ""type"": ""Point""}";;Restaurant;Vecchia Posta;;;;;;Hintere Poststrasse 18;St.Gallen;Schweiz;;;;;;;9000
47.441514088298966,9.393341075591799;"{""coordinates"": [9.393341075591799, 47.441514088298966], ""type"": ""Point""}";;Restaurant;Ilge;;;;;;Langgasse 109;St.Gallen;Schweiz;;;;;;;9008
47.4247845151055,9.374713992918103;"{""coordinates"": [9.374713992918103, 47.4247845151055], ""type"": ""Point""}";;Restaurant;Neugass;;;;;;Neugasse 36;St.Gallen;Schweiz;;;;;;;9000
47.41981180970379,9.354973158608262;"{""coordinates"": [9.354973158608262, 47.41981180970379], ""type"": ""Point""}";;Restaurant;Fründschaft;;;;;;Zürcher Strasse 28;St.Gallen;Schweiz;;;;;;;9000
47.4335422993978,9.39953651096303;"{""coordinates"": [9.39953651096303, 47.4335422993978], ""type"": ""Point""}";;Restaurant;Istanbul Orient;;;;;;Brauerstrasse 1;St.Gallen;Schweiz;;;;;;;9000
47.40123396770089,9.297824860349166;"{""coordinates"": [9.297824860349166, 47.40123396770089], ""type"": ""Point""}";;Spielplätze;Kreuzbühl;;;;;;Gsellstrasse 8/10;St.Gallen;Schweiz;;;;;;;9015
47.401690401891834,9.300126265008815;"{""coordinates"": [9.300126265008815, 47.401690401891834], ""type"": ""Point""}";;Spielplätze;Herisauer Strasse;;;;;;Herisauer Strasse 88a;St.Gallen;Schweiz;;;;;;;9015
47.40316516452774,9.326609751858797;"{""coordinates"": [9.326609751858797, 47.40316516452774], ""type"": ""Point""}";;Spielplätze;Hinterberg, Kindergarten;;;;;;Hinterberg 61;St.Gallen;Schweiz;;;;;;;9014
47.40745206184812,9.328598775910235;"{""coordinates"": [9.328598775910235, 47.40745206184812], ""type"": ""Point""}";;Spielplätze;Stationsweg;;;;;;Stationsweg;St.Gallen;Schweiz;;;;;;;9014
47.42415700218784,9.378800867549717;"{""coordinates"": [9.378800867549717, 47.42415700218784], ""type"": ""Point""}";;Restaurant;Trüffelschnüffler;;;;;;Zeughausgasse 14;St.Gallen;Schweiz;;;;;;;9000
47.40762282517037,9.334251408697265;"{""coordinates"": [9.334251408697265, 47.40762282517037], ""type"": ""Point""}";;Restaurant;Ricken;;;;;;Walserstrasse 2;St.Gallen;Schweiz;;;;;;;9014
47.41048452036662,9.335806924215289;"{""coordinates"": [9.335806924215289, 47.41048452036662], ""type"": ""Point""}";;Restaurant;Rose;;;;;;Fürstenlandstrasse 154;St.Gallen;Schweiz;;;;;;;9014
47.424322500412124,9.396260737007829;"{""coordinates"": [9.396260737007829, 47.424322500412124], ""type"": ""Point""}";hindernisfrei;Restaurant;Scheitlinsbüchel;;;;;;Scheitlinsbüchelweg 10;St.Gallen;Schweiz;;;Behindertentoilette vorhanden;;;;9011
47.42428091503873,9.37908331660024;"{""coordinates"": [9.37908331660024, 47.42428091503873], ""type"": ""Point""}";bedingt behindertengerecht;Restaurant;Schlössli;;;;;;Zeughausgasse 17;St.Gallen;Schweiz;;;keine Rollstuhl-Toilette vorhanden. Lift vorhanden;;;;9000
47.40774482899674,9.311159607022063;"{""coordinates"": [9.311159607022063, 47.40774482899674], ""type"": ""Point""}";hindernisfrei;Hotel;Newstar;;;;;;Breitfeldstrasse 9;St.Gallen;Schweiz;;;1 rollstuhltaugliches Zimmer, Öffentliches Rollstuhl-WC, Lift, Rezeption ist Rollstuhl zugänglich und Eingang ist gut mit Rollstuhl erreichbar;;;;9015
47.42226445456217,9.376958448835053;"{""coordinates"": [9.376958448835053, 47.42226445456217], ""type"": ""Point""}";nicht behindertengerecht;Restaurant;Splügen;;;;;;St.Georgen-Strasse 4;St.Gallen;Schweiz;;;;;;;9000
47.41701081200339,9.381963893094998;"{""coordinates"": [9.381963893094998, 47.41701081200339], ""type"": ""Point""}";;Restaurant;Traube;;;;;;St.Georgen-Strasse 79;St.Gallen;Schweiz;;;;;;;9000
47.42968783853984,9.389500787786096;"{""coordinates"": [9.389500787786096, 47.42968783853984], ""type"": ""Point""}";;Bar, Dancing, Disco;Guacci's Bar;;;;;;Rorschacher Strasse 100;St.Gallen;Schweiz;;;;;;;9000
47.41639438993956,9.366509225008707;"{""coordinates"": [9.366509225008707, 47.41639438993956], ""type"": ""Point""}";bedingt behindertengerecht;Bar, Dancing, Disco;Tankstell-Bar;;;;;;Teufener Strasse 75;St.Gallen;Schweiz;;;2. Raum mit Rampe und kleinem Absatz erreichbar. Behinderten-WC. Begleitung empfohlen bei grossem Besucherandrang;;;;9000
47.43769618669418,9.388544520211186;"{""coordinates"": [9.388544520211186, 47.43769618669418], ""type"": ""Point""}";unbekannt;Tankstellen;Nowak;;;Osterwalder St.Gallen AG;;;Langgasse 51;St.Gallen;Schweiz;;;;;;;9008
47.4278134278362,9.374907222052595;"{""coordinates"": [9.374907222052595, 47.4278134278362], ""type"": ""Point""}";unbekannt;Tankstellen;Parkhaus Unterer Graben (Tankstelle);;;Esso (Schweiz);;;Unterer Graben 21;St.Gallen;Schweiz;;;;;;;9000
47.42067611792263,9.367186519421345;"{""coordinates"": [9.367186519421345, 47.42067611792263], ""type"": ""Point""}";unbekannt;Tankstellen;Pneuservice St.Leonhard;;;Osterwalder St.Gallen AG;;;St.Leonhard-Strasse 63;St.Gallen;Schweiz;;;;;;;9000
47.433152345499394,9.414129307910219;"{""coordinates"": [9.414129307910219, 47.433152345499394], ""type"": ""Point""}";unbekannt;Kindergärten;Kindergarten Kublystrasse I;;;;;;Kublystrasse 5;St.Gallen;Schweiz;;;;+41714992147;;;9016
47.43700392054906,9.38678710962321;"{""coordinates"": [9.38678710962321, 47.43700392054906], ""type"": ""Point""}";unbekannt;Kindergärten;Kindergarten Iddastrasse 23;;;;;;Iddastrasse 23;St.Gallen;Schweiz;;;;+41714992215;;;9008
47.425413003965005,9.374721660164314;"{""coordinates"": [9.374721660164314, 47.425413003965005], ""type"": ""Point""}";;Bar, Dancing, Disco;Süd Bar;;Bar/Café;;;;Oberer Graben 3;St.Gallen;Schweiz;;;;;;;9000
47.422093399230995,9.37751771194447;"{""coordinates"": [9.37751771194447, 47.422093399230995], ""type"": ""Point""}";unbekannt;Historische Objekte;Gallus-Gedenkstätte;;;;;;St.Georgen-Strasse 8;St.Gallen;Schweiz;;;;;;;9000
47.42710202162642,9.374400194482572;"{""coordinates"": [9.374400194482572, 47.42710202162642], ""type"": ""Point""}";;Bar, Dancing, Disco;Picante;;;;;;Augustinergasse 25;St.Gallen;Schweiz;;;;;;;9000
47.4070098370973,9.338525790702787;"{""coordinates"": [9.338525790702787, 47.4070098370973], ""type"": ""Point""}";;Spielplätze;Haggenhaldenstrasse;;;;;;Haggenhaldenstrasse;St.Gallen;Schweiz;;;;;;;9014
47.41965783781298,9.356821215821322;"{""coordinates"": [9.356821215821322, 47.41965783781298], ""type"": ""Point""}";;Spielplätze;Kreuzbleicheweg/Militärstrasse;;;;;;Kreuzbleicheweg;St.Gallen;Schweiz;;;;;;;9000
47.418809021523955,9.359527297180723;"{""coordinates"": [9.359527297180723, 47.418809021523955], ""type"": ""Point""}";;Spielplätze;Kreuzbleiche;;;;;;Kasernenweg;St.Gallen;Schweiz;;;;;;;9000
47.41192228263957,9.363951666677842;"{""coordinates"": [9.363951666677842, 47.41192228263957], ""type"": ""Point""}";;Spielplätze;Gerhardtstrasse;;;;;;Gerhardtstrasse;St.Gallen;Schweiz;;;;;;;9012
47.416685029455685,9.364640586495536;"{""coordinates"": [9.364640586495536, 47.416685029455685], ""type"": ""Point""}";;Spielplätze;Finkenweg/Tschudistrasse;;;;;;Tschudistrasse;St.Gallen;Schweiz;;326 öffentliche Parkplätze;;;;;9000
47.4165139990322,9.365709058976593;"{""coordinates"": [9.365709058976593, 47.4165139990322], ""type"": ""Point""}";;Spielplätze;Tschudiwies;;;;;;Tschudistrasse 21;St.Gallen;Schweiz;;362 öffentliche Parkplätze;;;;;9000
47.4210111274226,9.368343944679559;"{""coordinates"": [9.368343944679559, 47.4210111274226], ""type"": ""Point""}";;Spielplätze;St.Leonhard;;;;;;St.Leonhard-Strasse 49;St.Gallen;Schweiz;;;;;;;9000
47.42425563859719,9.381231574385769;"{""coordinates"": [9.381231574385769, 47.42425563859719], ""type"": ""Point""}";;Spielplätze;Linsebühlstrasse/Hafnerstrasse;;;;;;Linsebühlstrasse;St.Gallen;Schweiz;;;;;;;9000
47.436442989972164,9.37601969721375;"{""coordinates"": [9.37601969721375, 47.436442989972164], ""type"": ""Point""}";;Spielplätze;Rotmonten;;;;;;Guisanweg;St.Gallen;Schweiz;;;;;;;9010
47.42676095242286,9.382032985526438;"{""coordinates"": [9.382032985526438, 47.42676095242286], ""type"": ""Point""}";;Spielplätze;Stadtpark, südliche Spielanlage;;;;;;Stadtparkweg;St.Gallen;Schweiz;;266 öffentliche Parkplätze;;;;;9000
47.44080521334063,9.377539604529227;"{""coordinates"": [9.377539604529227, 47.44080521334063], ""type"": ""Point""}";;Spielplätze;Seeblickstrasse/Fliederstrasse;;;;;;Seeblickstrasse;St.Gallen;Schweiz;;;;;;;9010
47.42548975075348,9.386613788459112;"{""coordinates"": [9.386613788459112, 47.42548975075348], ""type"": ""Point""}";;Spielplätze;Schülerhauswiese;;;;;;Axensteinstrasse;St.Gallen;Schweiz;;;;;;;9000
47.432018306711555,9.392400428313145;"{""coordinates"": [9.392400428313145, 47.432018306711555], ""type"": ""Point""}";;Spielplätze;Schlösslipark, Fidesstrasse;;;;;;Fidesstrasse;St.Gallen;Schweiz;;;;;;;9000
47.432944258149604,9.401577197502466;"{""coordinates"": [9.401577197502466, 47.432944258149604], ""type"": ""Point""}";;Spielplätze;Falkensteinstrasse/Rehetobelstrasse;;;;;;Falkensteinstrasse;St.Gallen;Schweiz;;;;;;;9000
47.4074999948367,9.310032617520816;"{""coordinates"": [9.310032617520816, 47.4074999948367], ""type"": ""Point""}";hindernisfrei;Aus- und Weiterbildung;GBS Schule für Gestaltung - Schulhaus Bild;;;;;;Zürcher Strasse 430;St.Gallen;Schweiz;;;Zugang von Norden über Liftturm, WC im EG;+41712265630;;;9015
47.412459890626366,9.347218080779438;"{""coordinates"": [9.347218080779438, 47.412459890626366], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;Ausbildungszentrum des ostschweiz. Gebäudetechnikverbandes;;;;;;Walenbüchelstrasse 3;St.Gallen;Schweiz;;;;+41712786323;;;9000
47.437424015022806,9.402064026300994;"{""coordinates"": [9.402064026300994, 47.437424015022806], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;Fachschule für Detailhandel;;;;;;Lindenstrasse 139;St.Gallen;Schweiz;;;;+41444302555;;;9016
47.4229566072202,9.374699564395685;"{""coordinates"": [9.374699564395685, 47.4229566072202], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;RPI Religionspädagogisches Institut;;;;;;Oberer Graben 31;St.Gallen;Schweiz;;;;+41712270520;;;9000
47.42466676913897,9.368048874167037;"{""coordinates"": [9.368048874167037, 47.42466676913897], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;SMP Management Programm St.Gallen;;;;;;Tellstrasse 18;St.Gallen;Schweiz;;;;+41712445555;;;9000
47.41263036219088,9.345474925153239;"{""coordinates"": [9.345474925153239, 47.41263036219088], ""type"": ""Point""}";;Restaurant;Nero;;;;;;Fürstenlandstrasse 99;St.Gallen;Schweiz;;;;;;;9014
47.43786837058326,9.388719316241266;"{""coordinates"": [9.388719316241266, 47.43786837058326], ""type"": ""Point""}";;Bar, Dancing, Disco;Lemore;;;;;;Langgasse 53;St.Gallen;Schweiz;;;;;;;9008
47.42532684191481,9.37543258717347;"{""coordinates"": [9.37543258717347, 47.42532684191481], ""type"": ""Point""}";hindernisfrei;Stadtverwaltung;Gesellschaftsfragen;;Amtshaus;;;;Neugasse 3;St.Gallen;Schweiz;;;"Lift mit Sprachausgabe; Personen mit Rollstuhl bitte Eingang Marktgasse benutzen.";+41712245441;;;9004
47.41634436244889,9.383518155823307;"{""coordinates"": [9.383518155823307, 47.41634436244889], ""type"": ""Point""}";unbekannt;Kindergärten;Kindergarten Schokoladenweg;;;;;;Schokoladenweg 5;St.Gallen;Schweiz;;;;+41714991202;;;9011
47.417751780884544,9.356619173040599;"{""coordinates"": [9.356619173040599, 47.417751780884544], ""type"": ""Point""}";unbekannt;Kindergärten;Kindergarten Salisstrasse;;;;;;Salisstrasse 5;St.Gallen;Schweiz;;;;+41714992285;;;9000
47.44180938263863,9.373825019715843;"{""coordinates"": [9.373825019715843, 47.44180938263863], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;Springboard Persönlichkeitsbildung;;Postfach 2049;;;;Holzstrasse 57;St.Gallen;Schweiz;;Anzahl: 17;;+41712301010;;;9001
47.41822852483679,9.35952700206616;"{""coordinates"": [9.35952700206616, 47.41822852483679], ""type"": ""Point""}";;Kantonale Verwaltung;Zivilschutz;;;;;;Burgstrasse 50;St.Gallen;Schweiz;;;;+41582297111;;;9001
47.4261415657537,9.382845946596206;"{""coordinates"": [9.382845946596206, 47.4261415657537], ""type"": ""Point""}";;Kantonale Verwaltung;Vermessungsamt (Kanton);;;;;;Lämmlisbrunnenstrasse 54;St.Gallen;Schweiz;;;;+41582293147;;;9001
47.4196242830356,9.367725355511642;"{""coordinates"": [9.367725355511642, 47.4196242830356], ""type"": ""Point""}";;Kantonale Verwaltung;Amt für Finanzdienstleistungen;;;;;;Davidstrasse 35;St.Gallen;Schweiz;;;;+41582295959;;;9001
47.42011256464673,9.369123611375803;"{""coordinates"": [9.369123611375803, 47.42011256464673], ""type"": ""Point""}";bedingt behindertengerecht;Kantonale Verwaltung;Amt für Gemeinden und Bürgerrecht;;;;;;Davidstrasse 27;St.Gallen;Schweiz;;;Hintereingang mit Eurokeyschlüssel, behindertengerechte Toilette;+41582296231;;;9000
47.42011256464673,9.369123611375803;"{""coordinates"": [9.369123611375803, 47.42011256464673], ""type"": ""Point""}";;Kantonale Verwaltung;Konkursamt;;;;;;Davidstrasse 27;St.Gallen;Schweiz;Mo - Fr: 8:00 - 11:30 Uhr, 14.00 - 17:00 Uhr;;;+41582293766;;;9000
47.42236235339571,9.370020955262392;"{""coordinates"": [9.370020955262392, 47.42236235339571], ""type"": ""Point""}";bedingt behindertengerecht;Kantonale Verwaltung;Amt für Kultur/Kunstpflege;;;;;;St.Leonhard-Strasse 40;St.Gallen;Schweiz;;;Eingang mit Lift, Schlüssel muss bei Kasse abgeholt werden, behindertengerechte Toilette;+41582292150;;;9000
47.41985651005082,9.368500686773613;"{""coordinates"": [9.368500686773613, 47.41985651005082], ""type"": ""Point""}";;Kantonale Verwaltung;Dienst für Recht und Personal;;;;;;Davidstrasse 31;St.Gallen;Schweiz;;;;+41582293126;;;9000
47.44260554527708,9.41090621632267;"{""coordinates"": [9.41090621632267, 47.44260554527708], ""type"": ""Point""}";unbekannt;Kindergärten;Kindergarten Brauerstrasse;;;;;;Brauerstrasse 82;St.Gallen;Schweiz;;;;+41714992327;;;9016
47.42135058443959,9.365863584027053;"{""coordinates"": [9.365863584027053, 47.42135058443959], ""type"": ""Point""}";hindernisfrei;Kulturelles;Kunstmuseum Lokremise;;;;;;Grünbergstrasse 7;St.Gallen;Schweiz;;;Rollstuhl-Toilette vorhanden, Lift ist nicht notwendig, da alle Räumlichkeiten ebenerdig sind;+41712458072;;;9000
47.42159479381554,9.366097728989352;"{""coordinates"": [9.366097728989352, 47.42159479381554], ""type"": ""Point""}";hindernisfrei;Kulturelles;Lokremise St.Gallen;;;;;;Grünbergstrasse 7;St.Gallen;Schweiz;;;Ein Behindertenparkplatz steht vor dem Badhaus zu Verfügung.;;;;9000
47.41464367480604,9.397161983191655;"{""coordinates"": [9.397161983191655, 47.41464367480604], ""type"": ""Point""}";hindernisfrei;Öffentliche WC;WC St. Georgen-Strasse, Wartehalle Endstation VBSG;;;;;;;St.Gallen;Schweiz;;;;;;;
47.44428683801066,9.408372183198473;"{""coordinates"": [9.408372183198473, 47.44428683801066], ""type"": ""Point""}";hindernisfrei;Öffentliche WC;WC Zilstrasse, Wartehalle Endstation VBSG;;;;;;;St.Gallen;Schweiz;;;;;;;
47.42672581295339,9.378643117947991;"{""coordinates"": [9.378643117947991, 47.42672581295339], ""type"": ""Point""}";;Öffentliche WC;WC Museumsstrasse;;;;;;;;Schweiz;;;;;;;
47.42952401679218,9.380323462190319;"{""coordinates"": [9.380323462190319, 47.42952401679218], ""type"": ""Point""}";;Öffentliche WC;WC Spelteriniplatz;;;;;;;;Schweiz;;;;;;;
47.41951728830089,9.354985223085572;"{""coordinates"": [9.354985223085572, 47.41951728830089], ""type"": ""Point""}";hindernisfrei;Öffentliche WC;WC Zürcher Strasse, Lachen;;;;;;;;Schweiz;;;;;;;
47.40791253485544,9.304349984653843;"{""coordinates"": [9.304349984653843, 47.40791253485544], ""type"": ""Point""}";;Restaurant;MatrixZone Entertainment;;;;;;Zürcher Strasse 464;St.Gallen;Schweiz;;;;;;;9015
47.40670645034086,9.309989752202696;"{""coordinates"": [9.309989752202696, 47.40670645034086], ""type"": ""Point""}";unbekannt;Kindergärten;Kindergarten Kräzernstrasse 118;;;;;;Kräzernstrasse 118;St.Gallen;Schweiz;;;;+41714992179;;;9000
47.40822606605235,9.32977237573429;"{""coordinates"": [9.32977237573429, 47.40822606605235], ""type"": ""Point""}";;Restaurant;Fiordilatte;;Pizzeria;;;;Zürcher Strasse 273;St.Gallen;Schweiz;;;;;;;9000
47.42698877994373,9.405545314191867;"{""coordinates"": [9.405545314191867, 47.42698877994373], ""type"": ""Point""}";;Spielplätze;Hardungstrasse;;;;;;Hardungstrasse;St.Gallen;Schweiz;;;;;;;9016
47.42260551747258,9.374348129678829;"{""coordinates"": [9.374348129678829, 47.42260551747258], ""type"": ""Point""}";bedingt behindertengerecht;Kantonale Verwaltung;Dienst für Personal und Finanzen;;;;;;Oberer Graben 32;St.Gallen;Schweiz;;;Hintereingang über Frongartenstrasse. Rollstuhlgängige Toilette im EG. Behindertenparkplatz vorhanden.;+41582294334;;;9000
47.42995428205944,9.379181875479047;"{""coordinates"": [9.379181875479047, 47.42995428205944], ""type"": ""Point""}";;Kulturelles;Bierflaschenmuseum;;;;;;;St.Gallen;Schweiz;;;;+41712434343;;;9004
47.422094278763936,9.36586419663563;"{""coordinates"": [9.36586419663563, 47.422094278763936], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;UNITED school of sports;;;;;;Lagerstrasse 16;St.Gallen;Schweiz;;;;+41712209470;;;9000
47.42283064606752,9.37786358697253;"{""coordinates"": [9.37786358697253, 47.42283064606752], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;Fachstelle Katechese und Religionsunterricht;;;;;;Klosterhof 6a;St.Gallen;Schweiz;;;;+41712273360;;;9000
47.42418452454085,9.374657077622198;"{""coordinates"": [9.374657077622198, 47.42418452454085], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;Boalingua;;;;;;Neugasse 51;St.Gallen;Schweiz;;;;+41712238100;;;9001
47.4226271881122,9.37035052407661;"{""coordinates"": [9.37035052407661, 47.4226271881122], ""type"": ""Point""}";;Restaurant;Café St Gall;;;;;;Gutenbergstrasse 2;St.Gallen;Schweiz;;;;;;;9000
47.42236350869608,9.37001992606099;"{""coordinates"": [9.37001992606099, 47.42236350869608], ""type"": ""Point""}";;Kantonale Verwaltung;Denkmalpflege;;;;;;St.Leonhard-Strasse 40;St.Gallen;Schweiz;;;;+41582293871;;;9001
47.42103368853353,9.371245880079808;"{""coordinates"": [9.371245880079808, 47.42103368853353], ""type"": ""Point""}";;Bar, Dancing, Disco;Cayenne;;;;;;Davidstrasse 3;St.Gallen;Schweiz;;;;;;;9000
47.40620213179432,9.337207706441859;"{""coordinates"": [9.337207706441859, 47.40620213179432], ""type"": ""Point""}";;Kulturelles;Treffpunkt Haggen;;;;;;Haggenstrasse 56;St.Gallen;Schweiz;;;;+41712773024;;;9014
47.40892334141437,9.307513584421594;"{""coordinates"": [9.307513584421594, 47.40892334141437], ""type"": ""Point""}";;Restaurant;IKEA Kundenrestaurant;;;;;;Zürcher Strasse 460;St.Gallen;Schweiz;;;;;;;9015
47.43465008244131,9.384729605630493;"{""coordinates"": [9.384729605630493, 47.43465008244131], ""type"": ""Point""}";;Restaurant;Caritas;;;;;;Langgasse 11;St.Gallen;Schweiz;;;;;;;9008
47.407463801816434,9.308601584240238;"{""coordinates"": [9.308601584240238, 47.407463801816434], ""type"": ""Point""}";;Restaurant;Bild;;;;;;Zürcher Strasse 438;St.Gallen;Schweiz;;;;;;;9015
47.42972835112445,9.381064138486979;"{""coordinates"": [9.381064138486979, 47.42972835112445], ""type"": ""Point""}";;Kindergärten;Kindergarten Spelterini;;;;;;Sonnenstrasse 16;St.Gallen;Schweiz;;;;+41714992267;;;9000
47.43394408995202,9.400304411026816;"{""coordinates"": [9.400304411026816, 47.43394408995202], ""type"": ""Point""}";;Öffentliche WC;Rorschacherstrasse 199v / Brauerstrasse;;;;;;;;Schweiz;;;;;;;
47.43232137250859,9.377744022996435;"{""coordinates"": [9.377744022996435, 47.43232137250859], ""type"": ""Point""}";;Öffentliche WC;Müller-Friedberg-Str. / Dufourstrasse;;;;;;;;Schweiz;;;;;;;
47.40364667034484,9.30181000761609;"{""coordinates"": [9.30181000761609, 47.40364667034484], ""type"": ""Point""}";;Öffentliche WC;Bahnhof Winkeln;;;;;;;;Schweiz;;;;;;;
47.41960507057978,9.366238981155448;"{""coordinates"": [9.366238981155448, 47.41960507057978], ""type"": ""Point""}";;Öffentliche WC;Geltenwilenstr.;;;;;;;;Schweiz;;;;;;;
47.42479259234859,9.379755765586989;"{""coordinates"": [9.379755765586989, 47.42479259234859], ""type"": ""Point""}";;Restaurant;la piccola;;;;;;Burggraben 25;St.Gallen;Schweiz;;;;;;;9000
47.41560290247215,9.361141025914625;"{""coordinates"": [9.361141025914625, 47.41560290247215], ""type"": ""Point""}";;Bar, Dancing, Disco;INTERNATIONAL CLUB;;;;;;Oberstrasse 105;St.Gallen;Schweiz;;;;;;;9000
47.42613869940788,9.37636312250088;"{""coordinates"": [9.37636312250088, 47.42613869940788], ""type"": ""Point""}";hindernisfrei;Restaurant;90 Grad;;;;;;Bohl 2;St.Gallen;Schweiz;;;Türöffnung manuell. Restaurant im 1. Stock mit Lift. Behinderten-WC vorhanden;;;;9000
47.42644446162962,9.381816195036654;"{""coordinates"": [9.381816195036654, 47.42644446162962], ""type"": ""Point""}";;Restaurant;Parterre 33;;;;;;Rorschacher Strasse 33;St.Gallen;Schweiz;;;;;;;9000
47.42386087227698,9.376608085048888;"{""coordinates"": [9.376608085048888, 47.42386087227698], ""type"": ""Point""}";;Restaurant;DenkBar;;;;;;Gallusstrasse 11;St.Gallen;Schweiz;;;;;;;9000
47.42617691483191,9.377187776264089;"{""coordinates"": [9.377187776264089, 47.42617691483191], ""type"": ""Point""}";;Tankstellen;Ladestation öffentlich 2-Rad;;;;;;Bohl 6;St.Gallen;Schweiz;;;;;;;9000
47.42257825858863,9.367508690405685;"{""coordinates"": [9.367508690405685, 47.42257825858863], ""type"": ""Point""}";;Tankstellen;Ladestation öffentlich 2-Rad;;;;;;Rosenbergstrasse 59;St.Gallen;Schweiz;;;;;;;9000
47.422857432919436,9.36736184805278;"{""coordinates"": [9.36736184805278, 47.422857432919436], ""type"": ""Point""}";;Tankstellen;Ladestation öffentlich 4-Rad;Ladestationen öffentlich (AC-Ladung);;;;;Rosenbergstrasse 59;St.Gallen;Schweiz;;;;;;;9000
47.407860679605186,9.304200007842688;"{""coordinates"": [9.304200007842688, 47.407860679605186], ""type"": ""Point""}";;Restaurant;Bambolino;;;;;;Zürcher Strasse 464;St.Gallen;Schweiz;;;;;;;9015
47.423308319891035,9.369888099976318;"{""coordinates"": [9.369888099976318, 47.423308319891035], ""type"": ""Point""}";;Restaurant;Yooji's;;;;;;Bahnhofplatz 2;St. Gallen;Schweiz;;;;;;;9000
47.422912087055884,9.371210227791828;"{""coordinates"": [9.371210227791828, 47.422912087055884], ""type"": ""Point""}";;Restaurant;tibits;;;;;;Bahnhofplatz 1a;St. Gallen;Schweiz;;;;;;;9000
47.43582904858254,9.392742367508298;"{""coordinates"": [9.392742367508298, 47.43582904858254], ""type"": ""Point""}";;Restaurant;Alan;;;;;;Heimatstrasse 31;St. Gallen;Schweiz;;;;;;;9008
